_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,is_it_compositional,1_2,blood_sugar,is_it_compositional_gold,the_amount_of_glucose_in_a_persons_blood
1883263009,8/29/2018 15:08:55,false,4013847950,,8/29/2018 15:05:10,false,clixsense,0.7619,44474392,UKR,24,Lutsk,37.55.45.133,1,1_2,cash flow,, A statement of such transactions.
1883263009,8/29/2018 15:36:34,false,4013915577,,8/29/2018 15:35:06,false,clixsense,0.8095,44474411,UKR,24,Lutsk,37.55.45.133,1,1_2,cash flow,, A statement of such transactions.
1883263010,8/29/2018 14:44:28,false,4013788073,,8/29/2018 14:43:27,false,getpaid,0.7143,44181201,VNM,44,Hanoi,14.243.34.193,1,2_2,cash flow,, The sum of cash revenues and expenditures over a period of time.
1883263010,8/29/2018 15:14:53,false,4013861238,,8/29/2018 15:13:58,false,clixsense,0.7619,44474392,UKR,24,Lutsk,37.55.45.133,1,2_2,cash flow,, The sum of cash revenues and expenditures over a period of time.
1883263010,8/29/2018 15:38:45,false,4013920268,,8/29/2018 15:28:00,false,neodev,0.8,43858308,VEN,18,Barrio Ajuro,190.207.173.74,1,2_2,cash flow,, The sum of cash revenues and expenditures over a period of time.
1883263011,8/29/2018 15:04:44,false,4013838387,,8/29/2018 15:03:54,false,neodev,0.8,43858308,VEN,18,Barrio Ajuro,190.207.173.74,0,1_2,center stage,, An important or prominent position.
1883263011,8/29/2018 15:04:56,false,4013838880,,8/29/2018 15:03:43,false,elite,0.7619,43697701,IDN,26,Medan,116.206.38.53,1,1_2,center stage,, An important or prominent position.
1883263011,8/29/2018 15:12:19,false,4013855492,,8/29/2018 15:03:39,false,neodev,0.875,39616903,VEN,25,Caracas,190.79.104.58,1,1_2,center stage,, An important or prominent position.
1883263012,8/29/2018 14:36:41,false,4013771918,,8/29/2018 14:35:32,false,getpaid,0.7143,44181201,VNM,44,Hanoi,14.243.34.193,1,2_2,center stage,," The area in the center of the stage, especially one towards the front."
1883263012,8/29/2018 15:00:28,false,4013828554,,8/29/2018 14:56:45,false,neodev,0.8,43858308,VEN,18,Barrio Ajuro,190.207.173.74,1,2_2,center stage,," The area in the center of the stage, especially one towards the front."
1883263012,8/29/2018 15:31:42,false,4013904012,,8/29/2018 15:22:22,false,clixsense,0.8095,44474411,UKR,24,Lutsk,37.55.45.133,1,2_2,center stage,," The area in the center of the stage, especially one towards the front."
1883263013,8/29/2018 14:37:49,false,4013774107,,8/29/2018 14:36:48,false,getpaid,0.7143,44181201,VNM,44,Hanoi,14.243.34.193,0,1_2,country house,," A weekend and holiday residence, located outside of urban areas, used as a retreat from city life."
1883263013,8/29/2018 15:26:03,false,4013890779,,8/29/2018 15:25:18,false,clixsense,0.7619,44474392,UKR,24,Lutsk,37.55.45.133,1,1_2,country house,," A weekend and holiday residence, located outside of urban areas, used as a retreat from city life."
1883263013,8/29/2018 15:37:19,false,4013917083,,8/29/2018 15:27:57,false,elite,0.875,44101128,VEN,13,Barquisimeto,190.207.248.226,1,1_2,country house,," A weekend and holiday residence, located outside of urban areas, used as a retreat from city life."
1883263014,8/29/2018 14:47:08,false,4013793985,,8/29/2018 14:46:15,false,neodev,0.8,43858308,VEN,18,Barrio Ajuro,190.207.173.74,1,2_2,country house,, A second home.
1883263014,8/29/2018 14:47:24,false,4013794517,,8/29/2018 14:46:15,false,elite,0.7619,43697701,IDN,26,Medan,116.206.38.53,1,2_2,country house,, A second home.
1883263014,8/29/2018 15:29:26,false,4013898646,,8/29/2018 15:28:14,false,clixsense,1.0,44303254,PHL,D9,Mandaluyong City,180.191.139.6,0,2_2,country house,, A second home.
1883263015,8/29/2018 14:58:33,false,4013824081,,8/29/2018 14:57:33,false,getpaid,0.7143,44181201,VNM,44,Hanoi,14.243.34.193,1,1_2,discount rate,, An interest rate that a central bank charges depository institutions that borrow reserves from it.
1883263015,8/29/2018 15:17:07,false,4013867618,,8/29/2018 15:16:22,false,clixsense,0.8095,44474411,UKR,24,Lutsk,37.55.45.133,1,1_2,discount rate,, An interest rate that a central bank charges depository institutions that borrow reserves from it.
1883263015,8/29/2018 15:28:36,false,4013896659,,8/29/2018 15:27:52,false,clixsense,0.7619,44474392,UKR,24,Lutsk,37.55.45.133,1,1_2,discount rate,, An interest rate that a central bank charges depository institutions that borrow reserves from it.
1883263016,8/29/2018 15:16:20,false,4013865358,,8/29/2018 15:12:36,false,clixsense,0.8095,44474411,UKR,24,Lutsk,37.55.45.133,1,2_2,discount rate,, The interest rate used to discount future cashflows of a financial instrument; the annual interest rate used to decrease the amounts of future cashflows to yield their present value.
1883263016,8/29/2018 15:16:37,false,4013866163,,8/29/2018 15:12:22,false,neodev,0.875,39616903,VEN,25,Caracas,190.79.104.58,1,2_2,discount rate,, The interest rate used to discount future cashflows of a financial instrument; the annual interest rate used to decrease the amounts of future cashflows to yield their present value.
1883263016,8/29/2018 15:27:27,false,4013894172,,8/29/2018 15:21:35,false,neodev,0.8,43858308,VEN,18,Barrio Ajuro,190.207.173.74,1,2_2,discount rate,, The interest rate used to discount future cashflows of a financial instrument; the annual interest rate used to decrease the amounts of future cashflows to yield their present value.
1883263017,8/29/2018 15:04:44,false,4013838377,,8/29/2018 15:03:54,false,neodev,0.8,43858308,VEN,18,Barrio Ajuro,190.207.173.74,1,1_2,energy level,, any of the discrete stable energies that a quantum mechanical system (such as the electrons of an atom) can have
1883263017,8/29/2018 15:04:56,false,4013838875,,8/29/2018 15:03:43,false,elite,0.7619,43697701,IDN,26,Medan,116.206.38.53,0,1_2,energy level,, any of the discrete stable energies that a quantum mechanical system (such as the electrons of an atom) can have
1883263017,8/29/2018 15:12:19,false,4013855484,,8/29/2018 15:03:39,false,neodev,0.875,39616903,VEN,25,Caracas,190.79.104.58,1,1_2,energy level,, any of the discrete stable energies that a quantum mechanical system (such as the electrons of an atom) can have
1883263018,8/29/2018 15:01:43,false,4013831441,,8/29/2018 15:00:57,false,neodev,0.8,43858308,VEN,18,Barrio Ajuro,190.207.173.74,1,2_2,energy level,, ''My '''energy levels''' have dropped since I stopped exercising.'' 
1883263018,8/29/2018 15:32:25,false,4013905570,,8/29/2018 15:31:44,false,clixsense,0.8095,44474411,UKR,24,Lutsk,37.55.45.133,1,2_2,energy level,, ''My '''energy levels''' have dropped since I stopped exercising.'' 
1883263018,8/29/2018 15:35:29,false,4013912999,,8/29/2018 15:33:46,false,clixsense,1.0,44303254,PHL,D9,Mandaluyong City,180.191.139.6,1,2_2,energy level,, ''My '''energy levels''' have dropped since I stopped exercising.'' 
1883263019,8/29/2018 14:36:41,false,4013771910,,8/29/2018 14:35:32,false,getpaid,0.7143,44181201,VNM,44,Hanoi,14.243.34.193,1,1_2,face value,, No more or less than what is stated; a literal or direct meaning or interpretation.''Please take this comment at '''face value''' and don't try to read anything into it.'' 
1883263019,8/29/2018 15:00:28,false,4013828552,,8/29/2018 14:56:45,false,neodev,0.8,43858308,VEN,18,Barrio Ajuro,190.207.173.74,0,1_2,face value,, No more or less than what is stated; a literal or direct meaning or interpretation.''Please take this comment at '''face value''' and don't try to read anything into it.'' 
1883263019,8/29/2018 15:31:42,false,4013904022,,8/29/2018 15:22:22,false,clixsense,0.8095,44474411,UKR,24,Lutsk,37.55.45.133,1,1_2,face value,, No more or less than what is stated; a literal or direct meaning or interpretation.''Please take this comment at '''face value''' and don't try to read anything into it.'' 
1883263020,8/29/2018 14:44:28,false,4013788075,,8/29/2018 14:43:27,false,getpaid,0.7143,44181201,VNM,44,Hanoi,14.243.34.193,1,2_2,face value,," The amount or value listed on a bill, note, stamp, etc.; the stated value or amount."
1883263020,8/29/2018 15:14:53,false,4013861246,,8/29/2018 15:13:58,false,clixsense,0.7619,44474392,UKR,24,Lutsk,37.55.45.133,1,2_2,face value,," The amount or value listed on a bill, note, stamp, etc.; the stated value or amount."
1883263020,8/29/2018 15:38:45,false,4013920265,,8/29/2018 15:28:00,false,neodev,0.8,43858308,VEN,18,Barrio Ajuro,190.207.173.74,1,2_2,face value,," The amount or value listed on a bill, note, stamp, etc.; the stated value or amount."
1883263021,8/29/2018 15:03:52,false,4013836304,,8/29/2018 15:02:25,false,neodev,0.8,43858308,VEN,18,Barrio Ajuro,190.207.173.74,0,1_6,field day,, A day of class taken away from school for a field trip.
1883263021,8/29/2018 15:33:16,false,4013907594,,8/29/2018 15:32:27,false,clixsense,0.8095,44474411,UKR,24,Lutsk,37.55.45.133,1,1_6,field day,, A day of class taken away from school for a field trip.
1883263021,8/29/2018 15:40:16,false,4013923796,,8/29/2018 15:36:47,false,neodev,0.875,39616903,VEN,25,Caracas,190.79.104.58,1,1_6,field day,, A day of class taken away from school for a field trip.
1883263022,8/29/2018 14:38:11,false,4013774851,,8/29/2018 14:37:27,false,elite,0.7619,43697701,IDN,26,Medan,116.206.38.53,0,2_6,field day,," A great time or a great deal to do, at somebody else's expense.''The reporters will have a '''field day''' with a comment like that.'' ''The scandal was a '''field day''' for the press.'' "
1883263022,8/29/2018 15:20:33,false,4013876716,,8/29/2018 15:19:13,false,clixsense,0.7619,44474392,UKR,24,Lutsk,37.55.45.133,0,2_6,field day,," A great time or a great deal to do, at somebody else's expense.''The reporters will have a '''field day''' with a comment like that.'' ''The scandal was a '''field day''' for the press.'' "
1883263022,8/29/2018 15:30:09,false,4013900461,,8/29/2018 15:26:39,false,neodev,0.875,39616903,VEN,25,Caracas,190.79.104.58,0,2_6,field day,," A great time or a great deal to do, at somebody else's expense.''The reporters will have a '''field day''' with a comment like that.'' ''The scandal was a '''field day''' for the press.'' "
1883263023,8/29/2018 15:12:27,false,4013855798,,8/29/2018 15:09:47,false,clixsense,0.8095,44474411,UKR,24,Lutsk,37.55.45.133,1,3_6,field day,, A school day for athletic events; a sports day.
1883263023,8/29/2018 15:21:33,false,4013878963,,8/29/2018 15:08:55,false,neodev,0.8,43858308,VEN,18,Barrio Ajuro,190.207.173.74,0,3_6,field day,, A school day for athletic events; a sports day.
1883263023,8/30/2018 17:19:42,false,4017536746,,8/30/2018 17:19:04,false,clixsense,0.8333,43911682,BIH,01,Tuzla,89.146.140.115,0,3_6,field day,, A school day for athletic events; a sports day.
1883263024,8/29/2018 15:05:39,false,4013840417,,8/29/2018 15:04:46,false,neodev,0.8,43858308,VEN,18,Barrio Ajuro,190.207.173.74,0,4_6,field day,, A day on which there is top-to-bottom all-hands cleaning.
1883263024,8/29/2018 15:10:29,false,4013851360,,8/29/2018 15:08:57,false,clixsense,0.7619,44474392,UKR,24,Lutsk,37.55.45.133,0,4_6,field day,, A day on which there is top-to-bottom all-hands cleaning.
1883263024,8/29/2018 15:35:05,false,4013912117,,8/29/2018 15:34:10,false,clixsense,0.8095,44474411,UKR,24,Lutsk,37.55.45.133,0,4_6,field day,, A day on which there is top-to-bottom all-hands cleaning.
1883263025,8/29/2018 14:46:11,false,4013791927,,8/29/2018 14:44:45,false,elite,0.7619,43697701,IDN,26,Medan,116.206.38.53,0,5_6,field day,, A great time or a great deal to do.''They went to the park and had a '''field day''' playing on the swings.'' 
1883263025,8/29/2018 14:57:10,false,4013820211,,8/29/2018 14:55:57,false,getpaid,0.7143,44181201,VNM,44,Hanoi,14.243.34.193,0,5_6,field day,, A great time or a great deal to do.''They went to the park and had a '''field day''' playing on the swings.'' 
1883263025,8/29/2018 15:24:48,false,4013887646,,8/29/2018 15:24:08,false,clixsense,0.7619,44474392,UKR,24,Lutsk,37.55.45.133,1,5_6,field day,, A great time or a great deal to do.''They went to the park and had a '''field day''' playing on the swings.'' 
1883263026,8/29/2018 15:02:17,false,4013832649,,8/29/2018 15:00:48,false,elite,0.7619,43697701,IDN,26,Medan,116.206.38.53,0,6_6,field day,, A parade day.
1883263026,8/29/2018 15:30:26,false,4013900993,,8/29/2018 15:29:40,false,clixsense,0.7619,44474392,UKR,24,Lutsk,37.55.45.133,0,6_6,field day,, A parade day.
1883263026,8/29/2018 15:36:41,false,4013915838,,8/29/2018 15:30:12,false,neodev,0.875,39616903,VEN,25,Caracas,190.79.104.58,0,6_6,field day,, A parade day.
1883263027,8/29/2018 14:47:08,false,4013793991,,8/29/2018 14:46:15,false,neodev,0.8,43858308,VEN,18,Barrio Ajuro,190.207.173.74,1,1_2,food chain,, The feeding relationships between species in a biotic community.
1883263027,8/29/2018 14:47:24,false,4013794499,,8/29/2018 14:46:15,false,elite,0.7619,43697701,IDN,26,Medan,116.206.38.53,1,1_2,food chain,, The feeding relationships between species in a biotic community.
1883263027,8/29/2018 15:29:26,false,4013898651,,8/29/2018 15:28:14,false,clixsense,1.0,44303254,PHL,D9,Mandaluyong City,180.191.139.6,1,1_2,food chain,, The feeding relationships between species in a biotic community.
1883263028,8/29/2018 14:36:41,false,4013771907,,8/29/2018 14:35:32,false,getpaid,0.7143,44181201,VNM,44,Hanoi,14.243.34.193,0,2_2,food chain,, A hierarchy.''With my promotion this month I will continue my steady journey to the top of the [[food chain]].'' 
1883263028,8/29/2018 15:00:28,false,4013828549,,8/29/2018 14:56:45,false,neodev,0.8,43858308,VEN,18,Barrio Ajuro,190.207.173.74,0,2_2,food chain,, A hierarchy.''With my promotion this month I will continue my steady journey to the top of the [[food chain]].'' 
1883263028,8/29/2018 15:31:42,false,4013904025,,8/29/2018 15:22:22,false,clixsense,0.8095,44474411,UKR,24,Lutsk,37.55.45.133,0,2_2,food chain,, A hierarchy.''With my promotion this month I will continue my steady journey to the top of the [[food chain]].'' 
1883263029,8/29/2018 14:39:31,false,4013777713,,8/29/2018 14:37:56,false,getpaid,0.7143,44181201,VNM,44,Hanoi,14.243.34.193,1,1_2,heat wave,, Three consecutive days with daytime high temperature of 90 degrees Fahrenheit or higher.
1883263029,8/29/2018 14:59:11,false,4013825712,,8/29/2018 14:57:28,false,elite,0.7619,43697701,IDN,26,Medan,116.206.38.53,1,1_2,heat wave,, Three consecutive days with daytime high temperature of 90 degrees Fahrenheit or higher.
1883263029,8/29/2018 15:27:50,false,4013895010,,8/29/2018 15:26:05,false,clixsense,0.7619,44474392,UKR,24,Lutsk,37.55.45.133,0,1_2,heat wave,, Three consecutive days with daytime high temperature of 90 degrees Fahrenheit or higher.
1883263030,8/29/2018 14:48:12,false,4013796682,,8/29/2018 14:46:47,false,getpaid,0.7143,44181201,VNM,44,Hanoi,14.243.34.193,1,2_2,heat wave,, A period of exceptionally hot weather.
1883263030,8/29/2018 16:00:49,false,4013977749,,8/29/2018 15:58:26,false,neodev,0.8,43858308,VEN,18,Barrio Ajuro,190.207.173.74,1,2_2,heat wave,, A period of exceptionally hot weather.
1883263030,8/29/2018 16:03:04,false,4013982804,,8/29/2018 15:48:53,false,clixsense,0.8095,44474411,UKR,24,Lutsk,37.55.45.133,0,2_2,heat wave,, A period of exceptionally hot weather.
1883263031,8/29/2018 14:55:35,false,4013815376,,8/29/2018 14:53:41,false,getpaid,0.7143,44181201,VNM,44,Hanoi,14.243.34.193,0,1_2,ivory tower,," A sheltered, overly-academic existence or perspective, implying a disconnection or lack of awareness of reality or practical considerations.{{ux|en|Such a proposal looks fine from an '''ivory tower''', but it could never work in real life.}} "
1883263031,8/29/2018 14:57:00,false,4013819852,,8/29/2018 14:52:34,false,elite,0.7619,43697701,IDN,26,Medan,116.206.38.53,0,1_2,ivory tower,," A sheltered, overly-academic existence or perspective, implying a disconnection or lack of awareness of reality or practical considerations.{{ux|en|Such a proposal looks fine from an '''ivory tower''', but it could never work in real life.}} "
1883263031,8/29/2018 15:33:41,false,4013908577,,8/29/2018 15:29:29,false,clixsense,1.0,44303254,PHL,D9,Mandaluyong City,180.191.139.6,1,1_2,ivory tower,," A sheltered, overly-academic existence or perspective, implying a disconnection or lack of awareness of reality or practical considerations.{{ux|en|Such a proposal looks fine from an '''ivory tower''', but it could never work in real life.}} "
1883263032,8/29/2018 14:47:08,false,4013793987,,8/29/2018 14:46:15,false,neodev,0.8,43858308,VEN,18,Barrio Ajuro,190.207.173.74,0,2_2,ivory tower,, Separated from reality and practical matters; overly academic.
1883263032,8/29/2018 14:47:24,false,4013794503,,8/29/2018 14:46:15,false,elite,0.7619,43697701,IDN,26,Medan,116.206.38.53,1,2_2,ivory tower,, Separated from reality and practical matters; overly academic.
1883263032,8/29/2018 15:29:26,false,4013898655,,8/29/2018 15:28:14,false,clixsense,1.0,44303254,PHL,D9,Mandaluyong City,180.191.139.6,0,2_2,ivory tower,, Separated from reality and practical matters; overly academic.
1883263033,8/29/2018 15:16:26,false,4013865668,,8/29/2018 15:14:55,false,clixsense,0.7619,44474392,UKR,24,Lutsk,37.55.45.133,1,1_2,love affair,, An affair; a usually adulterous relationship between people who are not married to each other.{{ux|en|He was involved in a '''love affair''' with a married woman.}} 
1883263033,8/29/2018 15:23:51,false,4013885206,,8/29/2018 15:21:20,false,neodev,0.875,39616903,VEN,25,Caracas,190.79.104.58,1,1_2,love affair,, An affair; a usually adulterous relationship between people who are not married to each other.{{ux|en|He was involved in a '''love affair''' with a married woman.}} 
1883263033,8/29/2018 15:27:44,false,4013894864,,8/29/2018 15:24:55,false,elite,0.875,44101128,VEN,"","",190.73.46.217,1,1_2,love affair,, An affair; a usually adulterous relationship between people who are not married to each other.{{ux|en|He was involved in a '''love affair''' with a married woman.}} 
1883263034,8/29/2018 15:16:20,false,4013865365,,8/29/2018 15:12:36,false,clixsense,0.8095,44474411,UKR,24,Lutsk,37.55.45.133,0,2_2,love affair,, A feeling of enthusiasm or strong liking for something; a fondness.{{ux|en|I've always had a '''love affair''' with stamps.}} 
1883263034,8/29/2018 15:16:37,false,4013866174,,8/29/2018 15:12:22,false,neodev,0.875,39616903,VEN,25,Caracas,190.79.104.58,1,2_2,love affair,, A feeling of enthusiasm or strong liking for something; a fondness.{{ux|en|I've always had a '''love affair''' with stamps.}} 
1883263034,8/29/2018 15:27:27,false,4013894174,,8/29/2018 15:21:35,false,neodev,0.8,43858308,VEN,18,Barrio Ajuro,190.207.173.74,1,2_2,love affair,, A feeling of enthusiasm or strong liking for something; a fondness.{{ux|en|I've always had a '''love affair''' with stamps.}} 
1883263035,8/29/2018 14:42:46,false,4013784592,,8/29/2018 14:41:18,false,elite,0.7619,43697701,IDN,26,Medan,116.206.38.53,1,1_2,market price,," On restaurant menus, used to mean the price charged depends on the price of supplies, which may vary."
1883263035,8/29/2018 14:42:55,false,4013784790,,8/29/2018 14:41:28,false,getpaid,0.7143,44181201,VNM,44,Hanoi,14.243.34.193,0,1_2,market price,," On restaurant menus, used to mean the price charged depends on the price of supplies, which may vary."
1883263035,8/29/2018 15:21:34,false,4013879000,,8/29/2018 15:18:39,false,clixsense,0.8095,44474411,UKR,24,Lutsk,37.55.45.133,0,1_2,market price,," On restaurant menus, used to mean the price charged depends on the price of supplies, which may vary."
1883263036,8/29/2018 14:38:11,false,4013774828,,8/29/2018 14:37:27,false,elite,0.7619,43697701,IDN,26,Medan,116.206.38.53,1,2_2,market price,," The price at which a product, financial instrument, service or other tradable item can be bought and sold at an open market; the going price."
1883263036,8/29/2018 15:20:33,false,4013876705,,8/29/2018 15:19:13,false,clixsense,0.7619,44474392,UKR,24,Lutsk,37.55.45.133,1,2_2,market price,," The price at which a product, financial instrument, service or other tradable item can be bought and sold at an open market; the going price."
1883263036,8/29/2018 15:30:09,false,4013900458,,8/29/2018 15:26:39,false,neodev,0.875,39616903,VEN,25,Caracas,190.79.104.58,1,2_2,market price,," The price at which a product, financial instrument, service or other tradable item can be bought and sold at an open market; the going price."
1883263037,8/29/2018 15:01:43,false,4013831439,,8/29/2018 15:00:57,false,neodev,0.8,43858308,VEN,18,Barrio Ajuro,190.207.173.74,0,1_3,money maker,, A woman's buttocks.
1883263037,8/29/2018 15:32:25,false,4013905571,,8/29/2018 15:31:44,false,clixsense,0.8095,44474411,UKR,24,Lutsk,37.55.45.133,0,1_3,money maker,, A woman's buttocks.
1883263037,8/29/2018 15:35:29,false,4013913011,,8/29/2018 15:33:46,false,clixsense,1.0,44303254,PHL,D9,Mandaluyong City,180.191.139.6,0,1_3,money maker,, A woman's buttocks.
1883263038,8/29/2018 15:08:53,false,4013847857,,8/29/2018 15:05:44,false,neodev,0.8,43858308,VEN,18,Barrio Ajuro,190.207.173.74,1,2_3,money maker,, Something profitable.
1883263038,8/29/2018 15:38:22,false,4013919518,,8/29/2018 15:37:45,false,clixsense,0.8095,44474411,UKR,24,Lutsk,37.55.45.133,1,2_3,money maker,, Something profitable.
1883263038,8/29/2018 16:11:31,false,4014000746,,8/29/2018 16:09:55,false,neodev,0.7143,40993983,UKR,14,Lugansk,188.190.222.149,1,2_3,money maker,, Something profitable.
1883263039,8/29/2018 14:53:10,false,4013808754,,8/29/2018 14:51:55,false,getpaid,0.7143,44181201,VNM,44,Hanoi,14.243.34.193,0,3_3,money maker,, A lady's breast.
1883263039,8/29/2018 14:55:03,false,4013813787,,8/29/2018 14:51:58,false,neodev,0.875,39616903,VEN,25,Caracas,190.79.104.58,0,3_3,money maker,, A lady's breast.
1883263039,8/29/2018 15:22:12,false,4013881044,,8/29/2018 15:20:36,false,clixsense,0.7619,44474392,UKR,24,Lutsk,37.55.45.133,0,3_3,money maker,, A lady's breast.
1883263040,8/29/2018 14:33:28,false,4013765191,,8/29/2018 14:32:22,false,getpaid,0.7143,44181201,VNM,44,Hanoi,14.243.34.193,1,1_2,motion picture,," A sequence of images depicting people or objects in motion, preserved on a recording medium and capable of being projected for viewing.{{ux|en|Some technical knowledge of cameras and lighting is needed to create a '''motion picture'''.}} "
1883263040,8/29/2018 14:41:12,false,4013781188,,8/29/2018 14:39:15,false,elite,0.7619,43697701,IDN,26,Medan,116.206.38.53,0,1_2,motion picture,," A sequence of images depicting people or objects in motion, preserved on a recording medium and capable of being projected for viewing.{{ux|en|Some technical knowledge of cameras and lighting is needed to create a '''motion picture'''.}} "
1883263040,8/29/2018 15:37:43,false,4013917877,,8/29/2018 15:36:36,false,clixsense,0.8095,44474411,UKR,24,Lutsk,37.55.45.133,1,1_2,motion picture,," A sequence of images depicting people or objects in motion, preserved on a recording medium and capable of being projected for viewing.{{ux|en|Some technical knowledge of cameras and lighting is needed to create a '''motion picture'''.}} "
1883263041,8/29/2018 14:49:21,false,4013799675,,8/29/2018 14:47:11,false,neodev,0.8,43858308,VEN,18,Barrio Ajuro,190.207.173.74,1,2_2,motion picture,, A movie.{{ux|en|“Gone with the Wind” is my favorite '''motion picture'''.}} 
1883263041,8/29/2018 15:29:23,false,4013898507,,8/29/2018 15:28:37,false,clixsense,0.7619,44474392,UKR,24,Lutsk,37.55.45.133,1,2_2,motion picture,, A movie.{{ux|en|“Gone with the Wind” is my favorite '''motion picture'''.}} 
1883263041,8/29/2018 16:00:37,false,4013977272,,8/29/2018 15:58:26,false,neodev,0.7143,40993983,UKR,14,Lugansk,188.190.222.149,1,2_2,motion picture,, A movie.{{ux|en|“Gone with the Wind” is my favorite '''motion picture'''.}} 
1883263042,8/29/2018 14:33:28,false,4013765199,,8/29/2018 14:32:22,false,getpaid,0.7143,44181201,VNM,44,Hanoi,14.243.34.193,1,1_2,passenger car,, A road vehicle that carries passengers; a motorcar or automobile.
1883263042,8/29/2018 14:41:12,false,4013781192,,8/29/2018 14:39:15,false,elite,0.7619,43697701,IDN,26,Medan,116.206.38.53,1,1_2,passenger car,, A road vehicle that carries passengers; a motorcar or automobile.
1883263042,8/29/2018 15:37:43,false,4013917881,,8/29/2018 15:36:36,false,clixsense,0.8095,44474411,UKR,24,Lutsk,37.55.45.133,1,1_2,passenger car,, A road vehicle that carries passengers; a motorcar or automobile.
1883263043,8/29/2018 14:39:31,false,4013777730,,8/29/2018 14:37:56,false,getpaid,0.7143,44181201,VNM,44,Hanoi,14.243.34.193,1,2_2,passenger car,, A railroad car that carries passengers.
1883263043,8/29/2018 14:59:11,false,4013825716,,8/29/2018 14:57:28,false,elite,0.7619,43697701,IDN,26,Medan,116.206.38.53,1,2_2,passenger car,, A railroad car that carries passengers.
1883263043,8/29/2018 15:27:50,false,4013895008,,8/29/2018 15:26:05,false,clixsense,0.7619,44474392,UKR,24,Lutsk,37.55.45.133,0,2_2,passenger car,, A railroad car that carries passengers.
1883263044,8/29/2018 14:33:28,false,4013765188,,8/29/2018 14:32:22,false,getpaid,0.7143,44181201,VNM,44,Hanoi,14.243.34.193,1,1_2,power plant,, The portion of a vehicle devoted to providing energy for motion; the engine or motor.''A train without the [[power plant]] is just a bunch of metal boxes on wheels.'' 
1883263044,8/29/2018 14:41:12,false,4013781189,,8/29/2018 14:39:15,false,elite,0.7619,43697701,IDN,26,Medan,116.206.38.53,0,1_2,power plant,, The portion of a vehicle devoted to providing energy for motion; the engine or motor.''A train without the [[power plant]] is just a bunch of metal boxes on wheels.'' 
1883263044,8/29/2018 15:37:43,false,4013917879,,8/29/2018 15:36:36,false,clixsense,0.8095,44474411,UKR,24,Lutsk,37.55.45.133,1,1_2,power plant,, The portion of a vehicle devoted to providing energy for motion; the engine or motor.''A train without the [[power plant]] is just a bunch of metal boxes on wheels.'' 
1883263045,8/29/2018 15:12:27,false,4013855789,,8/29/2018 15:09:47,false,clixsense,0.8095,44474411,UKR,24,Lutsk,37.55.45.133,1,2_2,power plant,, A station built for the production of electric power; a power station.''All of this areas power comes from the nuclear [[power plant]] across the river.'' 
